Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds
22-Apr-12,16:40,Melbourne,Western Bulldogs,MCG,67,88,,9,13,13,10,2.99,1.37
22-Apr-12,15:15,Sydney,North Melbourne,SCG,113,77,,17,11,10,17,1.88,1.86
22-Apr-12,13:10,Geelong,Richmond,Simonds Stadium,75,65,,11,9,9,11,1.15,5.19
21-Apr-12,19:40,Brisbane,Gold Coast,Gabba,111,46,,17,9,6,10,1.36,3.02
21-Apr-12,17:40,West Coast,Hawthorn,Domain Stadium,51,46,,5,21,5,16,1.6,2.29
21-Apr-12,16:10,Adelaide,GWS Giants,AAMI Stadium,96,50,,13,18,7,8,1.01,21.67
21-Apr-12,14:10,Collingwood,Port Adelaide,Etihad Stadium,97,73,,14,13,10,13,1.22,4.1
21-Apr-12,13:45,Carlton,Essendon,MCG,79,109,,11,13,15,19,1.11,6.62
20-Apr-12,19:50,St Kilda,Fremantle,Etihad Stadium,79,92,,11,13,14,8,1.4,2.87
15-Apr-12,16:40,North Melbourne,Geelong,Etihad Stadium,131,114,,20,11,16,18,4.09,1.22
15-Apr-12,15:15,Hawthorn,Adelaide,MCG,140,84,,21,14,12,12,1.17,4.9
15-Apr-12,13:10,GWS Giants,West Coast,Blacktown Park,69,150,,10,9,23,12,23.86,1.01
14-Apr-12,19:40,Gold Coast,Essendon,Metricon Stadium,88,105,,13,10,15,15,9.66,1.05
14-Apr-12,19:40,Western Bulldogs,St Kilda,Etihad Stadium,40,103,,5,10,15,13,2.49,1.52
14-Apr-12,14:40,Fremantle,Brisbane,Domain Stadium,64,35,,8,16,5,5,1.09,7.32
14-Apr-12,13:40,Port Adelaide,Sydney,AAMI Stadium,83,105,,12,11,16,9,2.58,1.48
14-Apr-12,13:45,Richmond,Melbourne,MCG,133,74,,20,13,11,8,1.21,4.39
13-Apr-12,19:50,Carlton,Collingwood,MCG,122,62,,18,14,9,8,1.83,1.93
9-Apr-12,15:10,Geelong,Hawthorn,MCG,92,90,,14,8,13,12,2.48,1.53
8-Apr-12,16:40,St Kilda,Gold Coast,Etihad Stadium,139,47,,21,13,7,5,1.05,9.56
8-Apr-12,13:10,North Melbourne,GWS Giants,Blundstone Arena,183,54,,28,15,8,6,1.01,15.94
7-Apr-12,19:40,Adelaide,Western Bulldogs,AAMI Stadium,82,64,,11,16,9,10,1.21,4.26
7-Apr-12,19:40,Collingwood,Richmond,MCG,85,64,,12,13,8,16,1.14,5.49
7-Apr-12,16:40,West Coast,Melbourne,Domain Stadium,166,58,,25,16,9,4,1.05,10.34
7-Apr-12,14:10,Sydney,Fremantle,SCG,94,81,,14,10,12,9,1.67,2.15
7-Apr-12,13:45,Essendon,Port Adelaide,Etihad Stadium,111,86,,16,15,13,8,1.23,4.05
5-Apr-12,19:40,Brisbane,Carlton,Gabba,63,154,,9,9,23,16,3.46,1.3
1-Apr-12,16:10,Port Adelaide,St Kilda,AAMI Stadium,89,85,,13,11,13,7,2.86,1.41
1-Apr-12,13:10,Western Bulldogs,West Coast,Etihad Stadium,87,136,,12,15,21,10,2.25,1.6
31-Mar-12,19:40,North Melbourne,Essendon,Etihad Stadium,102,104,,15,12,14,20,2.14,1.66
31-Mar-12,16:40,Fremantle,Geelong,Domain Stadium,105,101,,16,9,15,11,1.96,1.79
31-Mar-12,15:40,Gold Coast,Adelaide,Metricon Stadium,68,137,,10,8,19,23,4.39,1.22
31-Mar-12,13:40,Melbourne,Brisbane,MCG,78,119,,11,12,17,17,1.42,2.81
30-Mar-12,19:50,Hawthorn,Collingwood,MCG,137,115,,20,17,16,19,1.65,2.19
29-Mar-12,19:40,Richmond,Carlton,MCG,81,125,,12,9,18,17,2.48,1.52
24-Mar-12,19:20,GWS Giants,Sydney,ANZ Stadium,37,100,,5,7,14,16,13.78,1.02
1-Oct-11,14:30,Collingwood,Geelong,MCG,81,119,Y,12,9,18,11,1.96,1.8
24-Sep-11,14:20,Geelong,West Coast,MCG,117,69,Y,17,15,10,9,1.2,4.54
23-Sep-11,19:45,Collingwood,Hawthorn,MCG,68,65,Y,10,8,9,11,1.27,3.65
17-Sep-11,17:50,West Coast,Carlton,Domain Stadium,101,98,Y,15,11,15,8,1.4,2.9
16-Sep-11,19:45,Hawthorn,Sydney,MCG,122,86,Y,19,8,13,8,1.42,2.81
11-Sep-11,14:40,Carlton,Essendon,MCG,149,87,Y,21,23,13,9,1.39,2.94
10-Sep-11,19:20,St Kilda,Sydney,Etihad Stadium,57,82,Y,8,9,12,10,1.4,2.9
10-Sep-11,14:20,Collingwood,West Coast,MCG,82,62,Y,12,10,9,8,1.19,4.59
9-Sep-11,19:45,Geelong,Hawthorn,MCG,98,67,Y,14,14,9,13,1.63,2.22
4-Sep-11,16:40,Richmond,North Melbourne,Etihad Stadium,91,104,,13,13,15,14,2.2,1.64
4-Sep-11,14:40,Port Adelaide,Melbourne,Adelaide Oval,112,104,,17,10,15,14,2.24,1.63
3-Sep-11,19:10,Carlton,St Kilda,MCG,66,86,,9,12,13,8,1.71,2.08
3-Sep-11,17:10,West Coast,Adelaide,Domain Stadium,145,50,,22,13,7,8,1.14,5.41
3-Sep-11,16:10,Sydney,Brisbane,SCG,119,67,,18,11,9,13,1.13,5.68
3-Sep-11,14:10,Western Bulldogs,Fremantle,Etihad Stadium,107,61,,15,17,8,13,1.11,6.39
3-Sep-11,13:10,Gold Coast,Hawthorn,Metricon Stadium,97,106,,14,13,16,10,5.25,1.16
2-Sep-11,19:40,Collingwood,Geelong,MCG,53,149,,8,5,22,17,1.35,3.14
28-Aug-11,16:40,Essendon,Port Adelaide,Etihad Stadium,120,113,,17,18,17,11,1.03,12.5
28-Aug-11,14:10,Melbourne,Gold Coast,MCG,112,82,,17,10,12,10,1.1,6.78
28-Aug-11,12:40,Adelaide,Richmond,AAMI Stadium,99,121,,15,9,17,19,1.35,3.15
27-Aug-11,19:10,St Kilda,North Melbourne,Etihad Stadium,135,70,,19,21,10,10,1.71,2.08
27-Aug-11,19:10,Brisbane,West Coast,Gabba,81,89,,11,15,13,11,3.44,1.3
27-Aug-11,14:10,Geelong,Sydney,Simonds Stadium,86,99,,12,14,15,9,1.07,8.35
27-Aug-11,14:10,Hawthorn,Western Bulldogs,MCG,113,67,,16,17,10,7,1.1,6.79
26-Aug-11,18:40,Fremantle,Collingwood,Domain Stadium,52,132,,8,4,20,12,13.75,1.02
21-Aug-11,16:40,Melbourne,Richmond,MCG,110,117,,17,8,17,15,2.06,1.72
21-Aug-11,14:40,Port Adelaide,Western Bulldogs,AAMI Stadium,97,157,,15,7,24,13,4.79,1.17
21-Aug-11,13:10,Sydney,St Kilda,ANZ Stadium,83,68,,10,23,10,8,2.24,1.62
20-Aug-11,19:10,Collingwood,Brisbane,MCG,102,84,,14,18,13,6,1.01,16.12
20-Aug-11,19:10,North Melbourne,Fremantle,Etihad Stadium,143,45,,21,17,6,9,1.34,3.18
20-Aug-11,14:10,Gold Coast,Adelaide,Metricon Stadium,64,125,,9,10,18,17,4.66,1.19
20-Aug-11,13:10,West Coast,Essendon,Domain Stadium,134,77,,20,14,11,11,1.24,3.97
19-Aug-11,19:40,Carlton,Hawthorn,Etihad Stadium,66,78,,8,18,10,18,2.39,1.56
14-Aug-11,16:10,Adelaide,Geelong,AAMI Stadium,85,96,,12,13,14,12,8.8,1.06
14-Aug-11,14:10,Richmond,Sydney,MCG,99,56,,14,15,7,14,3.42,1.3
14-Aug-11,13:10,Melbourne,West Coast,Etihad Stadium,62,110,,9,8,16,14,4.45,1.2
13-Aug-11,19:10,Brisbane,Gold Coast,Gabba,123,61,,18,15,8,13,1.36,3.08
13-Aug-11,19:10,Western Bulldogs,Essendon,Etihad Stadium,101,150,,15,11,23,12,2.23,1.63
13-Aug-11,14:10,Hawthorn,Port Adelaide,MCG,197,32,,31,11,5,2,1.02,15.46
13-Aug-11,13:10,Fremantle,Carlton,Domain Stadium,85,115,,12,13,16,19,2.97,1.38
12-Aug-11,19:40,St Kilda,Collingwood,Etihad Stadium,70,89,,10,10,14,5,5.89,1.12
7-Aug-11,14:40,West Coast,Richmond,Domain Stadium,147,90,,22,15,14,6,1.08,7.56
7-Aug-11,14:10,Hawthorn,North Melbourne,Aurora Stadium,103,86,,15,13,13,8,1.17,4.82
7-Aug-11,13:10,Brisbane,Adelaide,Gabba,105,110,,16,9,16,14,1.68,2.13
6-Aug-11,19:20,Essendon,Sydney,Etihad Stadium,100,99,,15,10,14,15,1.84,1.89
6-Aug-11,19:10,Port Adelaide,Collingwood,AAMI Stadium,21,159,,3,3,23,21,13.17,1.03
6-Aug-11,14:10,Carlton,Melbourne,MCG,134,58,,21,8,7,16,1.13,5.74
6-Aug-11,13:40,Geelong,Gold Coast,Simonds Stadium,188,38,,29,14,6,2,1.01,17.03
5-Aug-11,19:40,St Kilda,Fremantle,Etihad Stadium,113,72,,16,17,10,12,1.14,5.51
31-Jul-11,16:10,Adelaide,Port Adelaide,AAMI Stadium,111,79,,16,15,11,13,1.61,2.29
31-Jul-11,14:10,Collingwood,Essendon,MCG,166,92,,25,16,14,8,1.07,8.45
30-Jul-11,19:10,Gold Coast,St Kilda,Metricon Stadium,54,74,,6,18,10,14,7.4,1.08
30-Jul-11,17:40,Fremantle,Hawthorn,Domain Stadium,44,95,,6,8,13,17,2.49,1.54
30-Jul-11,14:10,Geelong,Melbourne,Simonds Stadium,233,47,,37,11,7,5,1.07,8.33
30-Jul-11,14:10,Western Bulldogs,West Coast,Etihad Stadium,95,103,,15,5,15,13,2.29,1.61
29-Jul-11,19:40,North Melbourne,Carlton,Etihad Stadium,62,80,,9,8,11,14,3.52,1.3
24-Jul-11,14:40,Fremantle,West Coast,Domain Stadium,64,65,,9,10,8,17,2.69,1.46
24-Jul-11,14:10,Melbourne,Hawthorn,MCG,78,132,,12,6,20,12,4.37,1.21
24-Jul-11,13:10,Geelong,Richmond,Etihad Stadium,113,51,,17,11,7,9,1.06,8.8
23-Jul-11,19:10,Essendon,Carlton,MCG,79,153,,12,7,24,9,2.87,1.41
23-Jul-11,19:10,Gold Coast,Collingwood,Metricon Stadium,75,129,,11,9,19,15,15.8,1.02
23-Jul-11,14:10,North Melbourne,Brisbane,Etihad Stadium,122,77,,17,20,11,11,1.12,6.24
23-Jul-11,14:10,Sydney,Western Bulldogs,SCG,114,75,,16,18,11,9,1.51,2.54
22-Jul-11,19:40,St Kilda,Adelaide,Etihad Stadium,127,24,,19,13,3,6,1.13,6.03
17-Jul-11,16:40,North Melbourne,Western Bulldogs,Etihad Stadium,142,111,,21,16,17,9,3.04,1.37
17-Jul-11,14:10,Brisbane,Geelong,Gabba,104,133,,15,14,20,13,7.26,1.09
17-Jul-11,13:10,Sydney,Fremantle,SCG,87,98,,13,9,15,8,1.28,3.61
16-Jul-11,20:10,Melbourne,Port Adelaide,TIO Stadium,113,92,,17,11,14,8,1.27,3.65
16-Jul-11,19:10,St Kilda,West Coast,Etihad Stadium,82,61,,13,4,9,7,1.76,2.01
16-Jul-11,14:10,Richmond,Gold Coast,Cazaly’s Stadium,70,85,,9,16,12,13,1.13,5.85
16-Jul-11,14:10,Carlton,Collingwood,MCG,79,98,,11,13,13,20,5.16,1.16
15-Jul-11,20:10,Adelaide,Essendon,AAMI Stadium,73,84,,10,13,12,12,2.05,1.72
10-Jul-11,16:40,Western Bulldogs,Carlton,Etihad Stadium,96,69,,14,12,9,15,3.35,1.31
10-Jul-11,14:40,Port Adelaide,St Kilda,AAMI Stadium,53,109,,8,5,17,7,3.63,1.27
10-Jul-11,13:10,Collingwood,North Melbourne,MCG,147,30,,22,15,3,12,1.07,8.28
9-Jul-11,19:10,Essendon,Richmond,MCG,105,66,,15,15,9,12,1.51,2.51
9-Jul-11,19:10,Gold Coast,Sydney,Metricon Stadium,36,106,,4,12,15,16,5.7,1.13
9-Jul-11,14:10,Hawthorn,Brisbane,Aurora Stadium,105,63,,16,9,9,9,1.09,7.06
8-Jul-11,18:40,West Coast,Geelong,Domain Stadium,96,88,,14,12,13,10,2.25,1.62
3-Jul-11,16:40,North Melbourne,St Kilda,Etihad Stadium,70,79,,10,10,12,7,1.97,1.79
3-Jul-11,14:10,Collingwood,Hawthorn,MCG,106,65,,15,16,9,11,1.3,3.49
3-Jul-11,13:10,Brisbane,Port Adelaide,Gabba,99,88,,15,9,13,10,1.41,2.85
2-Jul-11,19:10,Adelaide,Sydney,AAMI Stadium,57,50,,8,9,6,14,2.78,1.42
2-Jul-11,19:10,Essendon,Geelong,Etihad Stadium,115,111,,18,7,16,15,7.76,1.08
2-Jul-11,14:10,Richmond,Carlton,MCG,81,184,,12,9,28,16,3.85,1.25
2-Jul-11,13:10,Fremantle,Gold Coast,Domain Stadium,112,62,,17,10,9,8,1.1,6.56
1-Jul-11,19:40,Western Bulldogs,Melbourne,Etihad Stadium,127,63,,19,13,8,15,2.01,1.75
26-Jun-11,16:10,Port Adelaide,North Melbourne,AAMI Stadium,91,136,,14,7,21,10,2.59,1.48
26-Jun-11,14:10,Carlton,West Coast,Etihad Stadium,67,103,,10,7,15,13,1.22,4.19
26-Jun-11,13:10,Geelong,Adelaide,Simonds Stadium,125,73,,19,11,10,13,1.06,8.92
25-Jun-11,19:10,Sydney,Collingwood,ANZ Stadium,93,99,,14,9,13,21,5.46,1.15
25-Jun-11,17:40,Fremantle,Brisbane,Domain Stadium,88,65,,12,16,10,5,1.17,4.96
25-Jun-11,14:10,Richmond,Melbourne,MCG,91,118,,13,13,17,16,1.95,1.81
25-Jun-11,14:10,Gold Coast,Western Bulldogs,Metricon Stadium,88,110,,13,10,17,8,5.24,1.15
24-Jun-11,19:40,Hawthorn,Essendon,MCG,146,81,,23,8,12,9,1.61,2.28
19-Jun-11,14:40,West Coast,Port Adelaide,Domain Stadium,110,88,,15,20,13,10,1.07,8.45
19-Jun-11,14:10,Carlton,Sydney,Etihad Stadium,100,66,,15,10,10,6,1.28,3.59
19-Jun-11,13:10,Melbourne,Fremantle,MCG,149,60,,22,17,8,12,1.73,2.06
18-Jun-11,19:10,Brisbane,Richmond,Gabba,94,125,,14,10,18,17,2.12,1.69
18-Jun-11,19:10,St Kilda,Geelong,MCG,72,100,,11,6,15,10,3.65,1.27
18-Jun-11,14:10,Hawthorn,Gold Coast,Aurora Stadium,129,58,,19,15,8,10,1.02,14.67
18-Jun-11,14:10,Essendon,North Melbourne,Etihad Stadium,90,111,,12,18,17,9,1.65,2.18
17-Jun-11,19:40,Western Bulldogs,Adelaide,Etihad Stadium,100,70,,14,16,10,10,1.29,3.48
13-Jun-11,14:10,Melbourne,Collingwood,MCG,41,129,,6,5,19,15,4.63,1.19
12-Jun-11,14:40,Fremantle,Essendon,Domain Stadium,98,64,,15,8,9,10,1.76,2.01
12-Jun-11,14:10,Sydney,Richmond,SCG,75,65,,9,21,9,11,1.25,3.86
12-Jun-11,13:10,Carlton,Brisbane,Etihad Stadium,124,63,,19,10,9,9,1.06,9.33
11-Jun-11,19:10,Geelong,Hawthorn,MCG,88,83,,13,10,13,5,1.44,2.73
11-Jun-11,19:10,Gold Coast,North Melbourne,Metricon Stadium,63,122,,9,9,18,14,3.34,1.32
11-Jun-11,14:10,Adelaide,West Coast,AAMI Stadium,67,106,,10,7,15,16,2.2,1.64
10-Jun-11,19:40,St Kilda,Western Bulldogs,Etihad Stadium,81,57,,12,9,8,9,1.4,2.89
5-Jun-11,16:10,Port Adelaide,Carlton,AAMI Stadium,49,111,,7,7,16,15,4.32,1.21
5-Jun-11,14:10,North Melbourne,Adelaide,Etihad Stadium,115,68,,18,7,10,8,1.6,2.29
5-Jun-11,13:10,Hawthorn,Fremantle,MCG,111,89,,17,9,13,11,1.19,4.59
4-Jun-11,19:40,Brisbane,Sydney,Gabba,51,116,,7,9,17,14,1.84,1.91
4-Jun-11,19:10,Collingwood,St Kilda,MCG,108,51,,16,12,7,9,1.18,4.72
4-Jun-11,14:10,Geelong,Western Bulldogs,Simonds Stadium,148,87,,23,10,13,9,1.11,6.55
4-Jun-11,13:10,West Coast,Gold Coast,Domain Stadium,85,67,,13,7,10,7,1.05,9.75
3-Jun-11,19:40,Essendon,Melbourne,MCG,68,101,,10,8,15,11,1.24,4.02
29-May-11,16:40,Western Bulldogs,Hawthorn,Etihad Stadium,62,91,,9,8,13,13,3.37,1.32
29-May-11,14:10,Collingwood,West Coast,MCG,105,53,,16,9,7,11,1.22,4.24
29-May-11,12:40,Adelaide,Brisbane,AAMI Stadium,61,101,,8,13,15,11,1.26,3.79
28-May-11,20:10,Richmond,Port Adelaide,TIO Stadium,74,89,,10,14,13,11,1.24,4.06
28-May-11,19:20,Gold Coast,Geelong,Metricon Stadium,73,139,,10,13,21,13,12.5,1.03
28-May-11,14:10,North Melbourne,Sydney,Etihad Stadium,71,72,,9,17,10,12,2.02,1.76
28-May-11,13:10,Fremantle,St Kilda,Domain Stadium,56,102,,7,14,15,12,1.58,2.35
27-May-11,19:40,Melbourne,Carlton,MCG,46,93,,6,10,13,15,5.64,1.14
22-May-11,14:40,West Coast,Western Bulldogs,Domain Stadium,175,52,,26,19,8,4,1.67,2.15
22-May-11,14:10,Sydney,Hawthorn,SCG,60,106,,8,12,15,16,1.74,2.05
22-May-11,13:10,Collingwood,Adelaide,Etihad Stadium,135,92,,20,15,14,8,1.05,9.88
21-May-11,19:40,Brisbane,North Melbourne,Gabba,73,59,,10,13,8,11,1.88,1.87
21-May-11,19:40,Richmond,Essendon,MCG,105,89,,16,9,13,11,2.73,1.44
21-May-11,14:10,Port Adelaide,Fremantle,AAMI Stadium,90,142,,14,6,21,16,2.39,1.56
21-May-11,14:10,St Kilda,Melbourne,Etihad Stadium,106,86,,16,10,13,8,1.4,2.9
20-May-11,19:40,Carlton,Geelong,Etihad Stadium,100,102,,14,16,15,12,2.74,1.44
15-May-11,14:40,West Coast,Fremantle,Domain Stadium,96,63,,14,12,9,9,1.96,1.8
15-May-11,14:10,Western Bulldogs,Richmond,Etihad Stadium,153,118,,23,15,18,10,1.66,2.18
15-May-11,13:10,Hawthorn,St Kilda,MCG,99,69,,14,15,10,9,1.42,2.82
14-May-11,19:40,Sydney,Port Adelaide,SCG,121,59,,18,13,9,5,1.12,6.12
14-May-11,19:10,Brisbane,Essendon,Gabba,66,102,,9,12,15,12,4.43,1.2
14-May-11,14:40,Adelaide,Gold Coast,AAMI Stadium,130,73,,20,10,9,19,1.14,5.65
14-May-11,14:10,North Melbourne,Melbourne,Etihad Stadium,124,83,,19,10,12,11,1.81,1.95
13-May-11,19:40,Geelong,Collingwood,MCG,65,62,,8,17,9,8,2.62,1.48
9-May-11,19:20,St Kilda,Carlton,Etihad Stadium,81,84,,12,9,11,18,2.84,1.41
8-May-11,14:10,Melbourne,Adelaide,MCG,149,53,,22,17,8,5,1.81,1.96
8-May-11,13:10,Essendon,West Coast,Etihad Stadium,106,90,,16,10,12,18,1.2,4.4
7-May-11,19:10,Gold Coast,Brisbane,Gabba,124,116,,18,16,17,14,6.33,1.12
7-May-11,16:10,Richmond,Fremantle,MCG,148,99,,23,10,14,15,2.2,1.64
7-May-11,14:10,Geelong,North Melbourne,Simonds Stadium,127,61,,19,13,9,7,1.07,8.35
7-May-11,13:10,Western Bulldogs,Sydney,StarTrack Oval Canberra,65,73,,10,5,10,13,1.69,2.12
6-May-11,20:10,Port Adelaide,Hawthorn,AAMI Stadium,72,104,,10,12,15,14,4.45,1.2
1-May-11,16:40,Collingwood,Western Bulldogs,MCG,105,57,,15,15,8,9,1.12,6.13
1-May-11,13:10,Essendon,Gold Coast,Etihad Stadium,197,58,,31,11,8,10,1.03,12.75
30-Apr-11,19:10,Adelaide,St Kilda,AAMI Stadium,90,71,,13,12,9,17,1.76,2.01
30-Apr-11,19:10,Richmond,Brisbane,MCG,124,98,,18,16,14,14,1.4,2.93
30-Apr-11,14:10,North Melbourne,Port Adelaide,Etihad Stadium,133,73,,18,25,10,13,1.45,2.72
29-Apr-11,19:40,Sydney,Carlton,SCG,71,87,,10,11,12,15,1.66,2.19
28-Apr-11,18:40,West Coast,Melbourne,Domain Stadium,106,52,,15,16,6,16,1.56,2.41
26-Apr-11,14:40,Hawthorn,Geelong,MCG,98,117,,15,8,17,15,2.02,1.75
25-Apr-11,18:40,Fremantle,Western Bulldogs,Domain Stadium,85,78,,12,13,11,12,1.67,2.15
25-Apr-11,14:40,Essendon,Collingwood,MCG,77,107,,11,11,16,11,4.26,1.22
24-Apr-11,16:40,North Melbourne,Richmond,Etihad Stadium,103,112,,14,19,17,10,1.82,1.94
23-Apr-11,19:10,Carlton,Adelaide,Etihad Stadium,85,79,,11,19,12,7,1.28,3.68
23-Apr-11,14:40,Port Adelaide,Gold Coast,AAMI Stadium,101,104,,15,11,15,14,1.05,10.58
21-Apr-11,19:40,Brisbane,St Kilda,Gabba,76,89,,11,10,13,11,3.66,1.28
17-Apr-11,14:40,Fremantle,North Melbourne,Domain Stadium,127,98,,18,19,14,14,1.18,4.82
17-Apr-11,14:10,Gold Coast,Melbourne,Gabba,69,159,,9,15,23,21,8.79,1.07
16-Apr-11,19:10,Port Adelaide,Adelaide,AAMI Stadium,98,66,,14,14,9,12,2.78,1.42
16-Apr-11,19:10,Sydney,Geelong,SCG,54,81,,7,12,11,15,2.07,1.72
16-Apr-11,14:10,Hawthorn,West Coast,Aurora Stadium,72,65,,10,12,9,11,1.11,6.27
16-Apr-11,14:10,Carlton,Essendon,MCG,79,79,,11,13,11,13,1.89,1.86
15-Apr-11,19:40,Richmond,Collingwood,MCG,90,161,,13,12,24,17,9.79,1.05
10-Apr-11,16:40,St Kilda,Essendon,Etihad Stadium,84,136,,12,12,21,10,1.81,1.95
10-Apr-11,14:10,Geelong,Port Adelaide,Simonds Stadium,122,43,,17,20,6,7,1.07,7.96
10-Apr-11,13:10,Melbourne,Brisbane,MCG,82,71,,12,10,11,5,1.18,4.65
9-Apr-11,19:10,Richmond,Hawthorn,MCG,52,115,,6,16,17,13,3.72,1.27
9-Apr-11,18:10,West Coast,Sydney,Domain Stadium,88,101,,13,10,15,11,1.9,1.86
9-Apr-11,14:40,Adelaide,Fremantle,AAMI Stadium,54,79,,7,12,11,13,1.49,2.6
9-Apr-11,14:10,Western Bulldogs,Gold Coast,Etihad Stadium,122,51,,18,14,7,9,1.02,14.29
8-Apr-11,19:50,Collingwood,Carlton,MCG,102,74,,15,12,11,8,1.22,4.32
3-Apr-11,16:40,Hawthorn,Melbourne,MCG,122,77,,16,26,12,5,1.41,2.83
3-Apr-11,14:10,Sydney,Essendon,ANZ Stadium,98,93,,14,14,13,15,1.8,1.97
3-Apr-11,13:10,Western Bulldogs,Brisbane,Etihad Stadium,123,45,,19,9,6,9,1.12,6.34
2-Apr-11,18:50,Gold Coast,Carlton,Gabba,52,171,,7,10,26,15,3.96,1.25
2-Apr-11,17:40,Fremantle,Geelong,Domain Stadium,78,89,,10,18,13,11,1.67,2.15
2-Apr-11,14:40,Port Adelaide,West Coast,AAMI Stadium,98,116,,15,8,16,20,1.45,2.72
2-Apr-11,14:10,North Melbourne,Collingwood,Etihad Stadium,56,143,,7,14,21,17,6.7,1.1
1-Apr-11,19:40,St Kilda,Richmond,MCG,95,95,,13,17,14,11,1.23,4.15
27-Mar-11,16:10,West Coast,North Melbourne,Domain Stadium,92,88,,13,14,13,10,1.61,2.27
27-Mar-11,14:10,Melbourne,Sydney,MCG,84,84,,11,18,11,18,1.78,1.99
27-Mar-11,13:10,Essendon,Western Bulldogs,Etihad Stadium,113,58,,16,17,8,10,2.31,1.59
26-Mar-11,19:10,Brisbane,Fremantle,Gabba,92,94,,14,8,13,16,1.98,1.79
26-Mar-11,19:10,Adelaide,Hawthorn,AAMI Stadium,105,85,,16,9,12,13,1.92,1.85
26-Mar-11,14:10,Collingwood,Port Adelaide,Etihad Stadium,155,80,,24,11,12,8,1.08,7.99
25-Mar-11,19:45,Geelong,St Kilda,MCG,48,47,,6,12,6,11,2.18,1.68
24-Mar-11,19:40,Carlton,Richmond,MCG,104,84,,14,20,13,6,1.29,3.51
2-Oct-10,14:30,Collingwood,St Kilda,MCG,108,52,Y,16,12,7,10,1.59,2.33
25-Sep-10,14:30,Collingwood,St Kilda,MCG,68,68,Y,9,14,10,8,1.41,2.88
18-Sep-10,19:20,St Kilda,Western Bulldogs,MCG,88,64,Y,13,10,8,16,1.19,4.42
17-Sep-10,19:45,Collingwood,Geelong,MCG,120,79,Y,18,12,11,13,1.79,1.94
11-Sep-10,19:20,Western Bulldogs,Sydney,MCG,77,72,Y,11,11,10,12,1.89,1.86
10-Sep-10,19:45,Geelong,Fremantle,MCG,135,66,Y,20,15,10,6,1.1,6.54
5-Sep-10,14:40,Sydney,Carlton,ANZ Stadium,99,94,Y,14,15,13,16,1.45,2.65
4-Sep-10,19:20,Collingwood,Western Bulldogs,MCG,124,62,Y,17,22,8,14,1.24,3.91
4-Sep-10,13:20,Fremantle,Hawthorn,Domain Stadium,94,64,Y,14,10,8,16,2.16,1.66
3-Sep-10,19:45,Geelong,St Kilda,MCG,79,83,Y,11,13,12,11,1.37,3.05
29-Aug-10,16:40,Melbourne,North Melbourne,MCG,103,113,,15,13,17,11,1.87,1.86
29-Aug-10,14:10,Richmond,Port Adelaide,Etihad Stadium,112,122,,16,16,18,14,1.62,2.22
28-Aug-10,19:10,Western Bulldogs,Essendon,Etihad Stadium,107,78,,17,5,11,12,1.18,4.61
28-Aug-10,19:10,Brisbane,Sydney,Gabba,68,106,,10,8,16,10,2.81,1.41
28-Aug-10,15:40,Adelaide,St Kilda,AAMI Stadium,65,37,,9,11,5,7,2.53,1.49
28-Aug-10,14:10,Hawthorn,Collingwood,MCG,98,95,,15,8,13,17,2.5,1.5
28-Aug-10,13:10,Geelong,West Coast,Simonds Stadium,112,68,,16,16,10,8,1.02,14.5
27-Aug-10,18:40,Fremantle,Carlton,Domain Stadium,93,87,,13,15,13,9,1.53,2.4
22-Aug-10,14:40,West Coast,North Melbourne,Domain Stadium,94,110,,14,10,16,14,2.25,1.61
22-Aug-10,14:10,Essendon,Brisbane,Etihad Stadium,68,95,,10,8,14,11,1.63,2.21
22-Aug-10,12:40,Port Adelaide,Melbourne,AAMI Stadium,112,83,,17,10,11,17,1.92,1.81
21-Aug-10,19:10,Collingwood,Adelaide,MCG,54,51,,6,18,7,9,1.05,9.75
21-Aug-10,19:10,Sydney,Western Bulldogs,SCG,114,70,,17,12,10,10,2.05,1.72
21-Aug-10,14:10,St Kilda,Richmond,Etihad Stadium,115,94,,17,13,14,10,1.08,7.7
21-Aug-10,14:10,Hawthorn,Fremantle,Aurora Stadium,155,39,,24,11,5,9,1.09,7.25
20-Aug-10,19:40,Geelong,Carlton,Etihad Stadium,121,79,,18,13,12,7,1.17,4.82
15-Aug-10,16:40,North Melbourne,St Kilda,Etihad Stadium,63,115,,9,9,17,13,3.98,1.24
15-Aug-10,14:10,Hawthorn,Melbourne,MCG,99,78,,15,9,12,6,1.63,2.22
15-Aug-10,13:10,Brisbane,Adelaide,Gabba,97,104,,13,19,15,14,2.06,1.7
14-Aug-10,19:10,Port Adelaide,West Coast,AAMI Stadium,61,60,,8,13,8,12,1.33,3.25
14-Aug-10,19:10,Western Bulldogs,Geelong,Etihad Stadium,60,161,,9,6,25,11,2.38,1.56
14-Aug-10,14:10,Carlton,Richmond,MCG,156,67,,23,18,10,7,1.3,3.42
14-Aug-10,13:10,Fremantle,Sydney,Domain Stadium,87,96,,13,9,14,12,1.62,2.23
13-Aug-10,19:40,Essendon,Collingwood,MCG,64,162,,10,4,24,18,6.64,1.1
8-Aug-10,16:10,Adelaide,Western Bulldogs,AAMI Stadium,53,61,,7,11,8,13,3.21,1.33
